energyfamiliarity,currenthydrogen,currentgeothermal,currentsolar,currentcoal,currentnuclear,currenthydroelectric,currentoil,currentnaturalgas,stdevhydrogen,stdevgeothermal,stdevsolar,stdevcoal,stdevnuclear,stdevhydroelectric,stdevoil,stdevnaturalgas,avgstdevoff,avgoff,hydrogenoff,geothermaloff,solaroff,coaloff,nuclearoff,hydroelectricoff,oiloff,naturalgasoff,wanthydrogen,wantgeothermal,wantsolar,wantcoal,wantnuclear,wanthydroelectric,wantoil,wantnaturalgas,important,worry,personalimpact,futureimpact,age,race,gender,education,householdincome,state,zipcode,ideology,ideologystrength,party,sassy,difwanthydrogen,difwantgeothermal,difwantsolar,difwantcoal,difwantnuclear,difwanthydroelectric,difwantoil,difwantnaturalgas
Much Less Than,8,5,12,24,4,6,26,15,0.611889644,0.140512636,0.383421578,0.170800841,-0.7442735,-0.402668383,0.12352896,-0.364697327,0.367724109,10.55,8,4.6,9.3,-1.9,-18.2,-0.2,25.5,-16.7,20,20,20,3,10,20,3,4,Extremely Important,Very Worried,A Moderate Amount,A Great Deal,41,Black or African American,Man,"Some college, but no degree","Less than $25,000",Maryland,21218,Moderate,Strongly,Independent,Alarmed,12,15,8,-21,6,14,-23,-11
About the Same,5,5,10,10,20,10,30,10,0.108253313,0.140512636,0.112955193,-0.730205251,0.831271934,0.04753929,0.370443989,-0.729180913,0.383795315,11.25,5,4.6,7.3,-15.9,-2.2,3.8,29.5,-21.7,10,20,30,0,20,20,0,10,Extremely Important,Very Worried,Only a Little,A Great Deal,63,White,Man,Bachelor degree,"$150,000 or more",Puerto Rico,0,Moderate,Strongly,Democrat,Alarmed,5,15,20,-10,0,10,-30,0
About the Same,0,10,20,15,15,20,5,15,-0.731140572,1.047226318,1.465287117,-0.408417361,0.338913986,1.173058473,-1.172774943,-0.364697327,0.837689512,10,0,9.6,17.3,-10.9,-7.2,13.8,4.5,-16.7,0,0,40,0,20,40,0,0,Somewhat important,Somewhat Worried,A Moderate Amount,A Great Deal,67,White,Man,"Some college, but no degree","$50,000-$74,999",California,95823,Moderate,Moderately,Libertarian,Concerned,0,-10,20,-15,5,20,-5,-15
About the Same,10,5,6,15,15,15,20,14,0.947647198,0.140512636,-0.427977576,-0.408417361,0.338913986,0.610298881,-0.246843584,-0.437594044,0.444775658,10.25,10,4.6,3.3,-10.9,-7.2,8.8,19.5,-17.7,15,10,30,0,16,29,0,0,Very Important,Very Worried,Only a Little,A Great Deal,61,White,Woman,Bachelor degree,"$100,000-$149,999",Kansas,66223,Liberal,Moderately,Democrat,Alarmed,5,5,24,-15,1,14,-20,-14
About the Same,10,10,15,15,15,,20,15,0.947647198,1.047226318,0.789121155,-0.408417361,0.338913986,-1.077979892,-0.246843584,-0.364697327,0.652605853,11.55,10,9.6,12.3,-10.9,-7.2,-6.2,19.5,-16.7,20,20,30,0,0,30,0,0,Extremely Important,Very Worried,A Great Deal,A Great Deal,59,White,Woman,Bachelor degree,"$75,000-$99,999",Georgia,30044,Liberal,Moderately,Democrat,Alarmed,10,10,15,-15,-15,30,-20,-15
About the Same,5,5,5,10,0,5,10,80,0.108253313,0.140512636,-0.563210768,-0.730205251,-1.138159859,-0.515220301,-0.864131157,4.373589295,1.054160322,13.625,5,4.6,2.3,-15.9,-22.2,-1.2,9.5,48.3,20,40,40,10,0,10,10,10,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,65,White,Woman,Bachelor degree,"$50,000-$74,999",North Carolina,28562,Moderate,Moderately,Independent,Cautious,15,35,35,0,0,5,0,-70
Much More Than,0,0,10,30,15,1,20,24,-0.731140572,-0.766201047,0.112955193,0.556946308,0.338913986,-0.965427974,-0.246843584,0.291373129,0.501225224,6.425,0,-0.4,7.3,4.1,-7.2,-5.2,19.5,-7.7,10,20,50,0,15,5,0,0,Extremely Important,Very Worried,A Moderate Amount,A Great Deal,59,White,Man,"Some college, but no degree","$25,000-$49,999",Michigan,48127,Liberal,Strongly,Other,Alarmed,10,20,40,-30,0,4,-20,-24
About the Same,5,10,30,10,10,10,10,15,0.108253313,1.047226318,2.817619041,-0.730205251,-0.153443962,0.04753929,-0.864131157,-0.364697327,0.766639457,12.5,5,9.6,27.3,-15.9,-12.2,3.8,9.5,-16.7,5,5,20,20,20,5,10,40,Extremely Important,Very Worried,A Moderate Amount,A Great Deal,40,Asian or Asian American,Man,Graduate or professional degree ,"$150,000 or more",North Carolina,28269,Liberal,Moderately,Democrat,Alarmed,0,-5,-10,10,10,-5,0,25
Much More Than,0,0,10,20,15,20,2,33,-0.731140572,-0.766201047,0.112955193,-0.086629471,0.338913986,1.173058473,-1.357961215,0.947443584,0.689287943,4.675,0,-0.4,7.3,-5.9,-7.2,13.8,1.5,1.3,0,0,30,0,20,20,0,30,Not at all important,Not At All Worried,Not at All,Only a Little,67,White,Man,Graduate or professional degree ,"$50,000-$74,999",New York,14075,Conservative,Weakly,Republican,Doubtful,0,0,20,-20,5,0,-2,-3
About the Same,3,3,12,10,8,19,25,20,-0.227504241,-0.222172837,0.383421578,-0.730205251,-0.350387142,1.060506554,0.061800203,-0.00021374,0.379526443,11.75,3,2.6,9.3,-15.9,-14.2,12.8,24.5,-11.7,5,20,35,0,0,20,0,20,Very Important,Very Worried,A Great Deal,A Great Deal,51,Black or African American,Woman,Graduate or professional degree ,"$100,000-$149,999",California,92504,Moderate,Moderately,Democrat,Alarmed,2,17,23,-10,-8,1,-25,0
About the Same,0,0,5,15,10,5,40,25,-0.731140572,-0.766201047,-0.563210768,-0.408417361,-0.153443962,-0.515220301,0.987731562,0.364269846,0.561204427,9.15,0,-0.4,2.3,-10.9,-12.2,-1.2,39.5,-6.7,0,0,0,20,0,0,50,30,Not too important,Not At All Worried,,,60,White,Woman,Bachelor degree,"$100,000-$149,999",South Carolina,29412,Moderate,Moderately,Independent,,0,0,-5,5,-10,-5,10,5
About the Same,5,5,15,10,15,5,25,20,0.108253313,0.140512636,0.789121155,-0.730205251,0.338913986,-0.515220301,0.061800203,-0.00021374,0.335530073,10.3,5,4.6,12.3,-15.9,-7.2,-1.2,24.5,-11.7,5,15,30,0,5,25,10,10,Very Important,Somewhat Worried,A Moderate Amount,A Great Deal,69,White,Man,Graduate or professional degree ,"$75,000-$99,999",New Jersey,7052,Liberal,Moderately,Democrat,Concerned,0,10,15,-10,-10,20,-15,-10
About the Same,10,10,30,0,0,0,40,10,0.947647198,1.047226318,2.817619041,-1.373781031,-1.138159859,-1.077979892,0.987731562,-0.729180913,1.264915727,20.3,10,9.6,27.3,-25.9,-22.2,-6.2,39.5,-21.7,0,0,0,0,0,0,20,80,Extremely Important,Very Worried,A Moderate Amount,A Moderate Amount,25,"Hispanic, Latino, or Spanish origin,Black or African American",Woman,"Some college, but no degree","$25,000-$49,999",Indiana,46953,Moderate,Moderately,Democrat,Alarmed,-10,-10,-30,0,0,0,-20,70
Less Than,5,5,5,5,10,10,20,40,0.108253313,0.140512636,-0.563210768,-1.051993141,-0.153443962,0.04753929,-0.246843584,1.457720605,0.471189662,9.575,5,4.6,2.3,-20.9,-12.2,3.8,19.5,8.3,20,20,20,0,0,10,10,20,Somewhat important,Somewhat Worried,Only a Little,A Great Deal,58,White,Woman,Bachelor degree,"$25,000-$49,999",Wisconsin,53110,Liberal,Moderately,Democrat,Concerned,15,15,15,-5,-10,0,-10,-20
More Than,0,1,5,25,5,10,30,24,-0.731140572,-0.58485831,-0.563210768,0.235158419,-0.645801911,0.04753929,0.370443989,0.291373129,0.433690798,7.75,0,0.6,2.3,-0.9,-17.2,3.8,29.5,-7.7,20,10,20,0,7,20,0,23,Somewhat important,Somewhat Worried,A Moderate Amount,A Great Deal,75,White,Man,Graduate or professional degree ,"$25,000-$49,999",Missouri,65803,Liberal,Moderately,Democrat,Concerned,20,9,15,-25,2,10,-30,-1
About the Same,50,3,2,10,10,10,5,10,7.662798278,-0.222172837,-0.968910345,-0.730205251,-0.153443962,0.04753929,-1.172774943,-0.729180913,1.460878227,13.925,50,2.6,-0.7,-15.9,-12.2,3.8,4.5,-21.7,50,20,5,5,5,5,5,5,Extremely Important,Very Worried,A Moderate Amount,A Moderate Amount,24,Black or African American,Woman,Bachelor degree,"$100,000-$149,999",Alabama,36117,Liberal,Moderately,Democrat,Alarmed,0,17,3,-5,-5,-5,0,-5
About the Same,5,5,5,5,40,5,20,15,0.108253313,0.140512636,-0.563210768,-1.051993141,2.800703728,-0.515220301,-0.246843584,-0.364697327,0.72392935,11,5,4.6,2.3,-20.9,17.8,-1.2,19.5,-16.7,0,0,100,0,0,0,0,0,Very Important,Somewhat Worried,Only a Little,A Great Deal,58,White,Woman,Associates or technical degree,"$25,000-$49,999",Pennsylvania,18702,Conservative,Weakly,Democrat,Concerned,-5,-5,95,-5,-40,-5,-20,-15
Less Than,20,5,10,10,10,5,20,20,2.626434968,0.140512636,0.112955193,-0.730205251,-0.153443962,-0.515220301,-0.246843584,-0.00021374,0.565728705,11.55,20,4.6,7.3,-15.9,-12.2,-1.2,19.5,-11.7,25,20,20,10,15,20,50,50,Very Important,Somewhat Worried,,A Moderate Amount,49,Black or African American,Woman,High school diploma or GED,"$25,000-$49,999",Georgia,31791,Moderate,Moderately,Democrat,,5,15,10,0,5,15,30,30
About the Same,5,2,5,15,10,5,50,15,0.108253313,-0.403515574,-0.563210768,-0.408417361,-0.153443962,-0.515220301,1.605019135,-0.364697327,0.515222218,12.425,5,1.6,2.3,-10.9,-12.2,-1.2,49.5,-16.7,25,15,40,0,0,10,0,10,Somewhat important,Somewhat Worried,Only a Little,A Great Deal,73,White,Woman,Graduate or professional degree ,"$25,000-$49,999",Kentucky,40962,Moderate,Moderately,Democrat,Concerned,20,13,35,-15,-10,5,-50,-5
About the Same,1,1,5,40,5,3,40,5,-0.563261795,-0.58485831,-0.563210768,1.200522088,-0.645801911,-0.740324138,0.987731562,-1.093664499,0.797421884,13.075,1,0.6,2.3,14.1,-17.2,-3.2,39.5,-26.7,10,10,10,5,40,10,5,10,Somewhat important,Somewhat Worried,A Moderate Amount,A Great Deal,27,Black or African American,Man,Bachelor degree,"$25,000-$49,999",California,93456,Liberal,Weakly,Independent,Concerned,9,9,5,-35,35,7,-35,5
About the Same,10,5,10,20,5,5,30,15,0.947647198,0.140512636,0.112955193,-0.086629471,-0.645801911,-0.515220301,0.370443989,-0.364697327,0.397988503,11.55,10,4.6,7.3,-5.9,-17.2,-1.2,29.5,-16.7,20,15,20,5,10,15,10,5,Very Important,Not At All Worried,A Moderate Amount,A Great Deal,20,Black or African American,Woman,"Some college, but no degree","$50,000-$74,999",Virginia,23060,Liberal,Moderately,Democrat,Concerned,10,10,10,-15,5,10,-20,-10
More Than,1,1,8,30,15,10,30,5,-0.563261795,-0.58485831,-0.157511191,0.556946308,0.338913986,0.04753929,0.370443989,-1.093664499,0.464142421,9.775,1,0.6,5.3,4.1,-7.2,3.8,29.5,-26.7,2,5,20,1,20,20,2,30,Somewhat important,Not Very Worried,Only a Little,A Moderate Amount,61,"White,Hispanic, Latino, or Spanish origin",Man,"Some college, but no degree","Less than $25,000",Florida,33613,Conservative,Moderately,Republican,Cautious,1,4,12,-29,5,10,-28,25
More Than,5,5,10,25,10,5,30,10,0.108253313,0.140512636,0.112955193,0.235158419,-0.153443962,-0.515220301,0.370443989,-0.729180913,0.295646091,10.3,5,4.6,7.3,-0.9,-12.2,-1.2,29.5,-21.7,5,20,30,5,5,20,5,10,Somewhat important,Somewhat Worried,Only a Little,A Great Deal,58,White,Man,Graduate or professional degree ,"$50,000-$74,999",South Carolina,29407,Liberal,Strongly,Democrat,Concerned,0,15,20,-20,-5,15,-25,0
About the Same,5,5,5,2,3,2,28,50,0.108253313,0.140512636,-0.563210768,-1.245065875,-0.84274509,-0.852876056,0.246986474,2.186687777,0.773292249,13.125,5,4.6,2.3,-23.9,-19.2,-4.2,27.5,18.3,10,20,30,2,10,10,0,18,Somewhat important,Not Very Worried,Only a Little,A Moderate Amount,59,White,Woman,"Some college, but no degree","$150,000 or more",Michigan,49315,Liberal,Weakly,Democrat,Cautious,5,15,25,0,7,8,-28,-32
Less Than,0,10,0,0,0,70,20,0,-0.731140572,1.047226318,-1.23937673,-1.373781031,-1.138159859,6.800654386,-0.246843584,-1.458148085,1.754416321,21.925,0,9.6,-2.7,-25.9,-22.2,63.8,19.5,-31.7,0,0,100,0,0,0,0,0,Somewhat important,Very Worried,Not at All,A Great Deal,74,White,Woman,,"Less than $25,000",Texas,75904,Liberal,Moderately,Democrat,Concerned,0,-10,100,0,0,-70,-20,0
Less Than,15,5,10,20,5,5,35,5,1.787041083,0.140512636,0.112955193,-0.086629471,-0.645801911,-0.515220301,0.679087776,-1.093664499,0.632614109,14.05,15,4.6,7.3,-5.9,-17.2,-1.2,34.5,-26.7,30,5,20,5,5,10,20,5,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,24,"Black or African American,Native American or Alaska Native",Woman,High school diploma or GED,"$100,000-$149,999",New York,11720,Liberal,Moderately,Independent,Cautious,15,0,10,-15,0,5,-15,0
About the Same,1,1,1,1,11,5,70,10,-0.563261795,-0.58485831,-1.104143538,-1.309423453,-0.054972373,-0.515220301,2.839594281,-0.729180913,0.96258187,16.475,1,0.6,-1.7,-24.9,-11.2,-1.2,69.5,-21.7,0,0,10,0,90,0,0,0,Very Important,Somewhat Worried,,A Moderate Amount,24,Black or African American,Man,"Some college, but no degree","$50,000-$74,999",Texas,75501,Moderate,Moderately,Independent,,-1,-1,9,-1,79,-5,-70,-10
About the Same,2,3,5,15,10,15,30,20,-0.395383018,-0.222172837,-0.563210768,-0.408417361,-0.153443962,0.610298881,0.370443989,-0.00021374,0.34044807,10,2,2.6,2.3,-10.9,-12.2,8.8,29.5,-11.7,20,5,0,0,40,20,5,10,Extremely Important,Very Worried,Only a Little,A Great Deal,75,White,Man,Bachelor degree,"$75,000-$99,999",Ohio,43026,Conservative,Weakly,Republican,Alarmed,18,2,-5,-15,30,5,-25,-10
About the Same,10,0,20,0,20,10,10,30,0.947647198,-0.766201047,1.465287117,-1.373781031,0.831271934,0.04753929,-0.864131157,0.728753432,0.878076526,8.85,10,-0.4,17.3,-25.9,-2.2,3.8,9.5,-1.7,20,0,10,10,20,0,10,30,Extremely Important,Very Worried,A Great Deal,A Great Deal,70,Black or African American,Woman,"Some college, but no degree","$25,000-$49,999",South Carolina,29148,Liberal,Moderately,Democrat,Alarmed,10,0,-10,10,0,-10,0,0
More Than,3,2,1,40,30,2,20,2,-0.227504241,-0.403515574,-1.104143538,1.200522088,1.815987831,-0.852876056,-0.246843584,-1.312354651,0.895468445,10.2,3,1.6,-1.7,14.1,7.8,-4.2,19.5,-29.7,20,20,40,1,5,2,2,10,Very Important,Very Worried,A Moderate Amount,A Moderate Amount,26,Black or African American,Man,High school diploma or GED,"$100,000-$149,999",Louisiana,70535,Moderate,Weakly,Independent,Concerned,17,18,39,-39,-25,0,-18,8
About the Same,10,10,5,5,2,20,30,28,0.947647198,1.047226318,-0.563210768,-1.051993141,-0.94121668,1.173058473,0.370443989,0.582959998,0.834719571,13.75,10,9.6,2.3,-20.9,-20.2,13.8,29.5,-3.7,10,20,15,5,10,15,20,5,Not too important,Not Very Worried,A Moderate Amount,A Moderate Amount,27,Black or African American,Man,Bachelor degree,"$25,000-$49,999",Mississippi,39759,Liberal,Strongly,Democrat,Cautious,0,10,10,0,8,-5,-10,-23
Much More Than,10,10,40,10,10,40,20,60,0.947647198,1.047226318,4.169950964,-0.730205251,-0.153443962,3.424096838,-0.246843584,2.91565495,1.704383633,20.825,10,9.6,37.3,-15.9,-12.2,33.8,19.5,28.3,10,30,50,20,20,30,30,80,Extremely Important,Very Worried,A Great Deal,A Great Deal,49,Black or African American,Woman,Graduate or professional degree ,"$150,000 or more",Florida,32810,Liberal,Strongly,Democrat,Alarmed,0,20,10,10,10,-10,10,20
About the Same,5,5,5,5,10,10,40,20,0.108253313,0.140512636,-0.563210768,-1.051993141,-0.153443962,0.04753929,0.987731562,-0.00021374,0.381612302,12.5,5,4.6,2.3,-20.9,-12.2,3.8,39.5,-11.7,5,5,5,5,30,10,10,30,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,65,White,Woman,Bachelor degree,"$50,000-$74,999",Florida,34698,Conservative,Weakly,Independent,Cautious,0,0,0,0,20,0,-30,10
About the Same,2,2,10,20,21,5,20,20,-0.395383018,-0.403515574,0.112955193,-0.086629471,0.929743524,-0.515220301,-0.246843584,-0.00021374,0.336313051,6.3,2,1.6,7.3,-5.9,-1.2,-1.2,19.5,-11.7,10,10,50,0,0,20,0,10,Very Important,Somewhat Worried,A Moderate Amount,A Moderate Amount,64,White,Woman,Bachelor degree,"$25,000-$49,999",North Carolina,28001,Conservative,Strongly,Republican,Concerned,8,8,40,-20,-21,15,-20,-10
About the Same,5,0,10,15,20,10,20,20,0.108253313,-0.766201047,0.112955193,-0.408417361,0.831271934,0.04753929,-0.246843584,-0.00021374,0.315211933,7.6,5,-0.4,7.3,-10.9,-2.2,3.8,19.5,-11.7,10,10,30,5,5,25,5,10,Extremely Important,Very Worried,A Great Deal,A Great Deal,70,White,Woman,"Some college, but no degree","Less than $25,000",Kentucky,40241,Liberal,Moderately,Democrat,Alarmed,5,10,20,-10,-15,15,-15,-10
About the Same,6,5,9,40,0,20,10,10,0.27613209,0.140512636,-0.022277999,1.200522088,-1.138159859,1.173058473,-0.864131157,-0.729180913,0.692996902,12.275,6,4.6,6.3,14.1,-22.2,13.8,9.5,-21.7,5,5,60,0,5,10,5,10,Extremely Important,Very Worried,A Great Deal,A Great Deal,52,Black or African American,Man,Bachelor degree,"$100,000-$149,999",California,94603,Liberal,Strongly,Democrat,Alarmed,-1,0,51,-40,5,-10,-5,0
More Than,1,2,5,15,10,20,0,47,-0.563261795,-0.403515574,-0.563210768,-0.408417361,-0.153443962,1.173058473,-1.48141873,1.967997625,0.839290536,7.2,1,1.6,2.3,-10.9,-12.2,13.8,-0.5,15.3,0,10,20,0,50,10,0,10,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,64,White,Man,Bachelor degree,"$100,000-$149,999",California,90505,Moderate,Moderately,Libertarian,Cautious,-1,8,15,-15,40,-10,0,-37
About the Same,0,0,25,10,0,0,35,30,-0.731140572,-0.766201047,2.141453079,-0.730205251,-1.138159859,-1.077979892,0.679087776,0.728753432,0.999122613,12.9,0,-0.4,22.3,-15.9,-22.2,-6.2,34.5,-1.7,0,0,100,0,0,0,0,0,Not too important,Not Very Worried,Not at All,A Moderate Amount,56,Black or African American,Man,Bachelor degree,"$150,000 or more",Connecticut,6095,Liberal,Moderately,Democrat,Cautious,0,0,75,-10,0,0,-35,-30
About the Same,5,5,3,30,5,15,20,17,0.108253313,0.140512636,-0.833677153,0.556946308,-0.645801911,0.610298881,-0.246843584,-0.218903892,0.42015471,9.275,5,4.6,0.3,4.1,-17.2,8.8,19.5,-14.7,30,5,25,5,10,20,0,5,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,80,White,Woman,Graduate or professional degree ,"$75,000-$99,999",Texas,76063,Moderate,Moderately,None,Cautious,25,0,22,-25,5,5,-20,-12
Much More Than,0,0,4,2,9,5,30,50,-0.731140572,-0.766201047,-0.698443961,-1.245065875,-0.251915552,-0.515220301,0.370443989,2.186687777,0.845639884,10.975,0,-0.4,1.3,-23.9,-13.2,-1.2,29.5,18.3,0,0,40,0,20,0,10,30,Extremely Important,Very Worried,A Great Deal,A Great Deal,64,White,Man,"Some college, but no degree","$50,000-$74,999",New York,10603,Moderate,Strongly,Independent,Alarmed,0,0,36,-2,11,-5,-20,-20
More Than,0,0,0,0,0,0,0,100,-0.731140572,-0.766201047,-1.23937673,-1.373781031,-1.138159859,-1.077979892,-1.48141873,5.83152364,1.704947688,15.775,0,-0.4,-2.7,-25.9,-22.2,-6.2,-0.5,68.3,0,0,0,0,0,0,0,100,Extremely Important,Very Worried,A Great Deal,A Great Deal,62,White,Woman,Bachelor degree,"$100,000-$149,999",Oklahoma,73115,Liberal,Moderately,Democrat,Alarmed,0,0,0,0,0,0,0,0
About the Same,0,2,10,20,20,20,3,25,-0.731140572,-0.403515574,0.112955193,-0.086629471,0.831271934,1.173058473,-1.296232458,0.364269846,0.62488419,5,0,1.6,7.3,-5.9,-2.2,13.8,2.5,-6.7,25,10,30,0,10,25,0,0,Extremely Important,Very Worried,Only a Little,A Great Deal,71,White,Man,Graduate or professional degree ,"$150,000 or more",Florida,33707,Liberal,Strongly,Democrat,Alarmed,25,8,20,-20,-10,5,-3,-25
More Than,10,5,5,20,30,10,10,10,0.947647198,0.140512636,-0.563210768,-0.086629471,1.815987831,0.04753929,-0.864131157,-0.729180913,0.649354908,8.2,10,4.6,2.3,-5.9,7.8,3.8,9.5,-21.7,5,5,5,5,20,5,30,25,Extremely Important,Very Worried,A Great Deal,A Great Deal,50,Black or African American,Woman,Bachelor degree,"$100,000-$149,999",New York,11210,Liberal,Strongly,Democrat,Alarmed,-5,0,0,-15,-10,-5,20,15
About the Same,5,0,5,5,20,0,5,60,0.108253313,-0.766201047,-0.563210768,-1.051993141,0.831271934,-1.077979892,-1.172774943,2.91565495,1.060917499,8.725,5,-0.4,2.3,-20.9,-2.2,-6.2,4.5,28.3,20,0,50,0,0,30,0,0,Very Important,Very Worried,A Moderate Amount,A Great Deal,50,Asian or Asian American,Woman,"Some college, but no degree","$150,000 or more",New York,13820,Liberal,Weakly,Democrat,Alarmed,15,0,45,-5,-20,30,-5,-60
More Than,0,0,5,30,5,5,30,25,-0.731140572,-0.766201047,-0.563210768,0.556946308,-0.645801911,-0.515220301,0.370443989,0.364269846,0.564154343,7.675,0,-0.4,2.3,4.1,-17.2,-1.2,29.5,-6.7,0,0,50,25,0,0,0,25,Not too important,Not Very Worried,Only a Little,Only a Little,60,White,Man,Associates or technical degree,"$50,000-$74,999",Wisconsin,54940,Conservative,Moderately,Independent,Doubtful,0,0,45,-5,-5,-5,-30,0
About the Same,3,3,5,30,15,16,8,20,-0.227504241,-0.222172837,-0.563210768,0.556946308,0.338913986,0.7228508,-0.987588671,-0.00021374,0.452425169,6.025,3,2.6,2.3,4.1,-7.2,9.8,7.5,-11.7,6,5,10,20,20,20,6,13,Very Important,Somewhat Worried,A Moderate Amount,A Moderate Amount,71,White,Woman,Bachelor degree,"$25,000-$49,999",Washington,98020,Conservative,Moderately,Independent,Concerned,3,2,5,-10,5,4,-2,-7
About the Same,15,40,10,40,5,40,10,15,1.787041083,6.487508414,0.112955193,1.200522088,-0.645801911,3.424096838,-0.864131157,-0.364697327,1.860844251,19.15,15,39.6,7.3,14.1,-17.2,33.8,9.5,-16.7,20,60,30,40,30,50,20,30,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,60,Black or African American,Man,Graduate or professional degree ,"$100,000-$149,999",North Carolina,28201,Liberal,Moderately,Democrat,Cautious,5,20,20,0,25,10,10,15
About the Same,10,7,8,18,16,42,20,25,0.947647198,0.503198109,-0.157511191,-0.215344627,0.437385576,3.649200674,-0.246843584,0.364269846,0.815175101,12.25,10,6.6,5.3,-7.9,-6.2,35.8,19.5,-6.7,20,10,8,15,20,42,10,18,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,65,White,Man,High school diploma or GED,"$75,000-$99,999",Connecticut,6902,Moderate,Moderately,Republican,Cautious,10,3,0,-3,4,0,-10,-7
About the Same,5,5,10,40,10,10,10,10,0.108253313,0.140512636,0.112955193,1.200522088,-0.153443962,0.04753929,-0.864131157,-0.729180913,0.419567319,9.775,5,4.6,7.3,14.1,-12.2,3.8,9.5,-21.7,10,10,40,0,0,40,0,0,Extremely Important,Very Worried,A Moderate Amount,A Great Deal,65,White,Man,Graduate or professional degree ,"$150,000 or more",Florida,33076,Moderate,Moderately,Democrat,Alarmed,5,5,30,-40,-10,30,-10,-10
About the Same,5,5,5,15,15,10,15,30,0.108253313,0.140512636,-0.563210768,-0.408417361,0.338913986,0.04753929,-0.55548737,0.728753432,0.36138602,6.25,5,4.6,2.3,-10.9,-7.2,3.8,14.5,-1.7,10,5,5,15,15,10,20,20,Not too important,Not Very Worried,,,72,White,Woman,Associates or technical degree,"Less than $25,000",Tennessee,37701,Conservative,Strongly,Republican,,5,0,0,0,0,0,5,-10
Much More Than,5,5,5,5,10,10,30,30,0.108253313,0.140512636,-0.563210768,-1.051993141,-0.153443962,0.04753929,0.370443989,0.728753432,0.395518816,10,5,4.6,2.3,-20.9,-12.2,3.8,29.5,-1.7,5,5,5,5,10,10,30,30,Extremely Important,Very Worried,A Great Deal,A Great Deal,58,White,Man,Bachelor degree,"$100,000-$149,999",South Carolina,29920,Liberal,Strongly,Democrat,Alarmed,0,0,0,0,0,0,0,0
More Than,2,5,10,35,2,15,20,11,-0.395383018,0.140512636,0.112955193,0.878734198,-0.94121668,0.610298881,-0.246843584,-0.656284196,0.497778548,11.525,2,4.6,7.3,9.1,-20.2,8.8,19.5,-20.7,5,10,10,0,60,10,3,2,Extremely Important,Very Worried,A Great Deal,A Great Deal,25,Black or African American,Man,"Some college, but no degree","$50,000-$74,999",New Jersey,7002,Liberal,Moderately,Independent,Alarmed,3,5,0,-35,58,-5,-17,-9
